20 3		
-0.0189	2.1657	0.3484
-0.0195	2.21	0.2265
-0.0168	2.036	0.4793
-0.0171	2.0549	0.5099
-0.0122	1.7649	-0.0105
-0.0131	1.8151	0.0698
-0.011	1.6895	-0.0465
-0.02	2.2371	0.3749
-0.0189	2.1724	0.4164
-0.0163	2.02	0.109
-0.0136	1.8499	0.2538
-0.0145	1.9104	0.2267
-0.0143	1.8918	0.0111
-0.0171	2.0685	0.0155
-0.0098	1.6141	0.2916
-0.0062	1.39	0.1221
-0.0068	1.4231	0.2195
-0.0071	1.4448	0.3
0	1	0
-0.0037	1.2239	0.1312
